id	ini	fn	pt	单字	漢字_程序改名	IPA_程序改名	注釋_程序改名
1812	ȵ	am	213	釅	ȵam213	ȵam2	～茶
1813	ȵ	æp	21	業	ȵæp21	ȵæp8a	事～，～余
1814	s	æp	21	脅	sæp21	sæp8a	威～
1815	j	æp	21	醃	jæp21	jæp8a	腌制
1816	ȵ	iau	451	□	ȵiau451	ȵiau5	掂量
1817	t	iam	21	點	tiam21	tiam3	～心，～头
1818	t	iam	451	店	tiam451	tiam5	开～
1819	t	iɛt	21	跌	tiɛt21	tiɛt8a	～打
1820	tʰ	iam	33	添	tʰiam33	tʰiam1a	～加，～丁
1821	tʰ	iɛp	21	帖	tʰiɛp21	tʰiɛp8a	请～
1822	tʰ	iɛp	21	貼	tʰiɛp21	tʰiɛp8a	补～
1823	tʰ	iɛp	21	貼	tʰiɛp21	tʰiɛp8a	～纸，～对联[动]
1824	tʰ	iam	213	甜	tʰiam213	tʰiam2	甜
1826	tʰ	iɛp	21	疊	tʰiɛp21	tʰiɛp8a	～起来，折～
1827	tʰ	iɛp	21	碟	tʰiɛp21	tʰiɛp8a	盛具，碟子
1828	tʰ	iɛp	21	牒	tʰiɛp21	tʰiɛp8a	通～，文～
1829	tʰ	iɛp	21	蝶	tʰiɛp21	tʰiɛp8a	蝴～
1830	tʰ	iɛp	21	諜	tʰiɛp21	tʰiɛp8a	间～
1831	l	iam	213	鮎	liam213	liam2	～鱼
1832	n	ian	33	拈	nian33	nian1a	用指头捏取物，～起来
1833	ȵ	am	21	念	ȵam21	ȵam3	～经，怀～
1834	k	iam	33	兼	kiam33	kiam1a	～职
1835	k	iɛp	21	挾	kiɛp21	kiɛp8a	～菜
1836	s	am	33	謙	sam33	sam1a	～虚
1837	h	iɛp	21	歉	hiɛp21	hiɛp8a	道～，～意
1838	s	am	213	嫌	sam213	sam2	～弃，～人
1839	h	iɛp	21	協	hiɛp21	hiɛp8a	～会，～作
1840	h	iɛp	21	侠	hiɛp21	hiɛp8a	武～
1841	f	æk	21	法	fæk21	fæk8a	方～
1842	f	an	21	泛	fan21	fan3	广～，～滥[文]
1843	pʰ	ɐn	451	泛	pʰɐn451	pʰɐn5	中空，～谷[白]
1844	f	an	213	凡	fan213	fan2	平～
1845	f	an	213	帆	fan213	fan2	～船
1846	f	an	451	范	fan451	fan5	姓
1847	f	an	451	範	fan451	fan5	模～，～围
1848	f	an	21	犯	fan21	fan3	～法[文]
1849	f	an	21	犯	fan21	fan3	触犯[白]
1850	f	an	21	乏	fan21	fan3	缺～
1851	p	ien	21	禀	pien21	pien3	～报
1852	pʰ	ien	21	品	pʰien21	pʰien3	～德
1853	n	ɐn	21	賃	nɐn21	nɐn3	租～
1854	l	ɐm	213	林	lɐm213	lɐm2	树～；姓
1855	l	ɐm	213	淋	lɐm213	lɐm2	～湿，～菜
1856	l	ɐm	213	臨	lɐm213	lɐm2	～时，面～
1857	l	ɐp	21	立	lɐp21	lɐp8a	～足
1858	l	ɐp	45	笠	lɐp45	lɐp7	～嫲，斗～
1859	n	ɐp	45	粒	nɐp45	nɐp7	三～，颗～
1860	l	ɐm	213	凛	lɐm213	lɐm2	威风～～
1861	ʦ	ɐm	451	浸	ʦɐm451	ʦɐm5	～水
1862	ʦʰ	ɐm	33	侵	ʦʰɐm33	ʦʰɐm1a	～略
1863	ʦ	ɐm	21	寢	ʦɐm21	ʦɐm3	就～，～室，废～忘食
1864	ʦʰ	ɐp	45	緝	ʦʰɐp45	ʦʰɐp7	～私，通～
1865	ʦ	ɐp	21	集	ʦɐp21	ʦɐp8a	～合，～体
1866	ʦʰ	ɐp	45	輯	ʦʰɐp45	ʦʰɐp7	编～
1867	ɬ	ɐm	33	心	ɬɐm33	ɬɐm1a	～肝，内～
1868	ʦʰ	ɐm	213	尋	ʦʰɐm213	ʦʰɐm2	～人
1869	ʦʰ	ɐp	21	習	ʦʰɐp21	ʦʰɐp8a	学～，练～
1870	ʦʰ	æp	21	襲	ʦʰæp21	ʦʰæp8a	～击，偷～
1871	ʦʰ	ɐm	213	沉	ʦʰɐm213	ʦʰɐm2	～底
1872	ʦʰ	æk	21	蟄	ʦʰæk21	ʦʰæk8a	惊～
1873	ʦʰ	am	33	參	ʦʰam33	ʦʰam1a	～差不齐
1874	kʰ	ɐm	213	岑	kʰɐm213	kʰɐm2	姓，～参；～村
1875	s	ɐm	33	森	sɐm33	sɐm1a	～林
1876	ʦʰ	am	33	參	ʦʰam33	ʦʰam1a	人～
1877	ʦʰ	am	451	渗	ʦʰam451	ʦʰam5	～水
1878	k	iɛt	21	澀	kiɛt21	kiɛt8a	青～
1879	k	iɛt	21	澀	kiɛt21	kiɛt8a	柿子～[训]
1880	ʦ	ɐm	33	針	ʦɐm33	ʦɐm1a	～线，～对
1881	ʦ	ɐm	33	斟	ʦɐm33	ʦɐm1a	～酒，～酌
1882	ʦ	ɐm	21	枕	ʦɐm21	ʦɐm3	～头[名]；～枕头[动]
1883	ʦ	ɐp	21	執	ʦɐp21	ʦɐp8a	～行，～法
1884	ʦ	ɐp	45	汁	ʦɐp45	ʦɐp7	菜～，果～
1885	s	ɐm	21	深	sɐm21	sɐm8a	～浅，～入
1886	s	ɐm	21	沈	sɐm21	sɐm3	姓；地名，～阳
1887	s	ɐm	21	審	sɐm21	sɐm3	～问
1888	s	ɐm	21	嬸	sɐm21	sɐm3	叔母，大～
1889	s	ɐp	21	濕	sɐp21	sɐp8a	潮～
1890	s	ɐp	21	甚	sɐp21	sɐp8a	～至
1891	s	ɐp	21	十	sɐp21	sɐp8a	数字
1892	s	ɐp	21	拾	sɐp21	sɐp8a	收～
1893	ȵ	ɐm	21	壬	ȵɐm21	ȵɐm3	天干，庚辛壬癸
1894	ȵ	ɐm	21	任	ȵɐm21	ȵɐm3	姓；责～，～何
1895	ȵ	ɐm	21	紝	ȵɐm21	ȵɐm3	缝～
1896	ȵ	ɐp	21	入	ȵɐp21	ȵɐp8a	～门，进～
1897	k	ɐm	33	今	kɐm33	kɐm1a	～日，～年，现～[文]
1898	k	ɐm	33	今	kɐm33	kɐm1a	～日，～年[白]
1899	k	ɐm	33	金	kɐm33	kɐm1a	～银
1900	k	ɐm	451	禁	kɐm451	kɐm5	不～
1901	kʰ	ɐm	33	襟	kʰɐm33	kʰɐm1a	衣的前幅、交领，连～
1902	k	ɐm	21	錦	kɐm21	kɐm3	～绣，～旗
1903	k	ɐm	451	禁	kɐm451	kɐm5	～止
1904	k	ɐp	21	急	kɐp21	kɐp8a	心～
1905	kʰ	ɐp	45	級	kʰɐp45	kʰɐp7	～别，年～
1906	kʰ	ɐp	45	級	kʰɐp45	kʰɐp7	三年～
1907	kʰ	ɐp	45	给	kʰɐp45	kʰɐp7	供～，～予
1908	h	ɐp	21	欽	hɐp21	hɐp8a	～差，～佩
1909	l	ɐp	45	泣	lɐp45	lɐp7	～血，哭～
1910	kʰ	ɐm	213	琴	kʰɐm213	kʰɐm2	弹～
1911	kʰ	ɐm	213	禽	kʰɐm213	kʰɐm2	家～
1912	kʰ	ɐm	213	擒	kʰɐm213	kʰɐm2	～拿
1913	kʰ	ɐp	21	及	kʰɐp21	kʰɐp8a	～时
1914	ȵ	ɐm	213	吟	ȵɐm213	ȵɐm2	～诗
1915	kʰ	ɐp	21	吸	kʰɐp21	kʰɐp8a	呼～，～引
1916	j	ɐm	33	音	jɐm33	jɐm1a	～乐，声～
1917	j	ɐm	33	陰	jɐm33	jɐm1a	～天
1918	ȵ	ɐm	21	飲	ȵɐm21	ȵɐm3	～料
1919	j	ɐm	33	蔭	jɐm33	jɐm1a	福～，树～
1920	ȵ	ɐm	21	飲	ȵɐm21	ȵɐm3	～田
1921	j	ɐp	45	揖	jɐp45	jɐp7	作～
1922	ȵ	ɐm	213	淫	ȵɐm213	ȵɐm2	～荡
1923	t	an	33	丹	tan33	tan1a	牡～，仙～
1924	t	an	33	單	tan33	tan1a	～独
1925	t	an	451	旦	tan451	tan5	元～，花～
1926	t	am	21	疸	tam21	tam3	黄～
1927	tʰ	an	33	灘	tʰan33	tʰan1a	沙～
1928	tʰ	an	45	攤	tʰan45	tʰan1b	分～，～开，摆～
1929	tʰ	an	33	瘫	tʰan33	tʰan1a	～痪
1930	tʰ	an	21	坦	tʰan21	tʰan3	～白，～克
1931	tʰ	an	451	炭	tʰan451	tʰan5	烧～
1932	tʰ	an	451	嘆	tʰan451	tʰan5	～气
1934	tʰ	an	213	檀	tʰan213	tʰan2	～香
1935	tʰ	an	213	壇	tʰan213	tʰan2	天～，文～
1936	tʰ	an	213	彈	tʰan213	tʰan2	～琴
1937	t	an	451	誕	tan451	tan5	圣～，～生
1938	t	an	451	但	tan451	tan5	～係（但是），不～
1939	tʰ	an	21	彈	tʰan21	tʰan3	子～
1940	tʰ	an	21	蛋	tʰan21	tʰan3	皮～
1941	tʰ	æk	33	達	tʰæk33	tʰæk8b	发～，～到
1942	n	an	213	難	nan213	nan2	困～
1943	n	an	21	難	nan21	nan3	逃～，患～
1944	n	ai	451	捺	nai451	nai5	撇～
1945	l	an	213	蘭	lan213	lan2	～花
1946	l	an	213	攔	lan213	lan2	～路
1947	l	an	213	欄	lan213	lan2	～杆
1948	l	an	33	懶	lan33	lan1a	懒惰，～尸
1949	l	an	21	爛	lan21	lan3	灿～，腐～
1950	l	æk	21	辣	læk21	læk8a	～椒
1951	l	ai	451	瘌	lai451	lai5	结～（结痂），～痢（头屑）
1952	ʦ	an	451	贊	ʦan451	ʦan5	称～，～助
1953	ʦʰ	am	33	餐	ʦʰam33	ʦʰam1a	～车，快～
1954	ʦʰ	an	451	燦	ʦʰan451	ʦʰan5	～烂
1955	ʦʰ	æk	21	擦	ʦʰæk21	ʦʰæk8a	～车
1956	ʦʰ	am	213	殘	ʦʰam213	ʦʰam2	～废
1957	ɬ	am	33	珊	ɬam33	ɬam1a	～瑚
1958	ɬ	an	21	散	ɬan21	ɬan3	药～
1959	ɬ	an	451	散	ɬan451	ɬan5	分～，解～
1960	ɬ	æk	21	撒	ɬæk21	ɬæk8a	～手，～种
1961	ɬ	æk	21	薩	ɬæk21	ɬæk8a	菩～
1962	k	ɔn	33	干	kɔn33	kɔn1a	天～地支；～扰
1963	k	ɔn	33	亁	kɔn33	kɔn1a	烘～，饼～
1964	k	ɔn	33	肝	kɔn33	kɔn1a	猪～
1965	k	ɔn	33	竿	kɔn33	kɔn1a	竹～
1966	k	ɔn	451	桿	kɔn451	kɔn5	旗～，杠～
1967	k	ɔn	21	稈	kɔn21	kɔn3	禾～（稻秆）
1968	k	ɔn	21	趕	kɔn21	kɔn3	追～
1969	k	ɔn	451	幹	kɔn451	kɔn5	～部，才～
1970	k	ɔk	21	割	kɔk21	kɔk8a	～禾（割稻）
1971	k	ɔk	21	葛	kɔk21	kɔk8a	诸～亮；生～，～薯
1972	tʰ	ɛ	21	睇	tʰɛ21	tʰɛ3	看
1973	h	ɔn	21	刊	hɔn21	hɔn3	报～
1974	tʰ	ɛ	21	看	tʰɛ21	tʰɛ3	看见
1975	h	ɔk	21	渴	hɔk21	hɔk8a	口渴；～望
1976	ʔ	ɔn	451	岸	ʔɔn451	ʔɔn5	口～，两～
1977	ʔ	ɔn	213	鼾	ʔɔn213	ʔɔn2	～睡
1978	ʔ	ɔn	21	罕	ʔɔn21	ʔɔn3	稀～，～见
1979	h	ɔn	451	漢	hɔn451	hɔn5	～人
1980	h	ɔk	21	喝	hɔk21	hɔk8a	吆～，～彩
1981	h	ɔn	213	寒	hɔn213	hɔn2	大～，～流
1982	h	ɔn	213	韓	hɔn213	hɔn2	～国；姓
1983	h	ɔn	21	旱	hɔn21	hɔn3	干旱
1984	h	ɔn	21	汗	hɔn21	hɔn3	出～，～马功劳
1985	h	ɔn	21	銲	hɔn21	hɔn3	电～，～接
1986	h	ɔn	451	翰	hɔn451	hɔn5	～林院；人名用字
1987	ʔ	ɔn	33	安	ʔɔn33	ʔɔn1a	公～，～全
1988	ʔ	ɔn	45	鞍	ʔɔn45	ʔɔn1b	马～，～山
1989	ʔ	ɔn	451	按	ʔɔn451	ʔɔn5	～照
1990	ʔ	ɔn	451	案	ʔɔn451	ʔɔn5	～件，档～
1991	p	an	21	扮	pan21	pan3	打～
1992	p	æk	21	八	pæk21	pæk8a	数字
1993	pʰ	am	451	盼	pʰam451	pʰam5	～望
1994	pʰ	an	21	瓣	pʰan21	pʰan3	花～
1995	pʰ	an	21	辦	pʰan21	pʰan3	～事
1996	pʰ	æk	33	拔	pʰæk33	pʰæk8b	～河，选～
1997	tʰ	ien	21	綻	tʰien21	tʰien3	破～[文]
1998	tʰ	ien	21	綻	tʰien21	tʰien3	长出，～笋，～芽[白]
1999	t	an	21	盞	tan21	tan3	灯～（灯）
2000	ʦ	æk	21	紮	ʦæk21	ʦæk8a	～紧，驻～
2001	ʦʰ	æk	21	鏟	ʦʰæk21	ʦʰæk8a	～草
2002	ʦʰ	æk	21	察	ʦʰæk21	ʦʰæk8a	观～
2003	ɬ	an	33	山	ɬan33	ɬan1a	山
2004	ʦʰ	an	21	產	ʦʰan21	ʦʰan3	生～
2005	ɬ	æk	21	殺	ɬæk21	ɬæk8a	～人，自～
2006	k	an	33	艱	kan33	kan1a	～苦
2007	k	an	451	間	kan451	kan5	房～，中～
2008	k	an	21	簡	kan21	kan3	～单
2009	k	an	33	揀	kan33	kan1a	挑选
2010	k	an	451	間	kan451	kan5	～断，离～[文]
2011	k	an	451	間	kan451	kan5	隔开[白]
2012	ŋ	an	21	眼	ŋan21	ŋan3	双～皮
2013	h	an	213	閑	han213	han2	～事，空～
2014	h	an	21	限	han21	han3	期～，～制
2015	h	an	21	莧	han21	han3	～菜
2016	ʔ	æk	21	軋	ʔæk21	ʔæk8a	～钢厂
2017	p	an	33	班	pan33	pan1a	上～
2018	p	an	33	斑	pan33	pan1a	～马
2019	p	an	33	頒	pan33	pan1a	～布，～奖
2020	p	an	21	扳	pan21	pan3	～手，～开
2021	p	an	21	板	pan21	pan3	黑～，石～
2022	p	an	21	版	pan21	pan3	出～
2023	pʰ	an	33	攀	pʰan33	pʰan1a	～登，高～
2025	m	ɐn	213	蠻	mɐn213	mɐn2	不听话；野～
2026	m	an	21	慢	man21	man3	～车
2027	ʦ	an	21	棧	ʦan21	ʦan3	客～；碗橱，碗～
2028	ʦʰ	ɔ	213	鍘	ʦʰɔ213	ʦʰɔ2	～刀
2029	ɬ	an	33	刪	ɬan33	ɬan1a	～除
2030	ʦ	an	451	疝	ʦan451	ʦan5	～气（小肠气）
2031	k	an	33	奸	kan33	kan1a	～诈，～臣
2032	k	an	21	鐧	kan21	kan3	杀手～
2033	ŋ	an	213	顏	ŋan213	ŋan2	姓；～色
2034	ŋ	an	451	雁	ŋan451	ŋan5	大～
2035	m	ɐn	213	瞎	mɐn213	mɐn2	～目
2036	h	æk	33	轄	hæk33	hæk8b	管～，直～市
2037	ʔ	an	451	晏	ʔan451	ʔan5	晚、迟；～子使楚
2038	p	ian	33	鞭	pian33	pian1a	皮～，～策
2039	pʰ	ian	33	編	pʰian33	pʰian1a	主～，～辑[文]
2040	pʰ	ian	33	編	pʰian33	pʰian1a	毛～，～毛编[白]
2041	p	ian	451	變	pian451	pian5	～化，改～
2042	p	iɛt	21	别	piɛt21	piɛt8a	区～
2043	p	ian	33	鼈	pian33	pian1a	甲鱼
2044	pʰ	ian	33	篇	pʰian33	pʰian1a	一～文章
2045	p	ian	33	偏	pian33	pian1a	～～，～僻
2046	pʰ	ian	451	騙	pʰian451	pʰian5	欺～
2047	pʰ	ian	213	便	pʰian213	pʰian2	～宜
2048	pʰ	ian	21	辨	pʰian21	pʰian3	分～，～别
2049	pʰ	ian	21	辯	pʰian21	pʰian3	～论
2050	p	ian	213	汴	pian213	pian2	～京（北宋都城）
2051	pʰ	ian	21	便	pʰian21	pʰian3	方～
2052	p	iɛt	21	別	piɛt21	piɛt8a	离～，分～
2053	m	ian	213	綿	mian213	mian2	海～，～羊
2054	m	ian	213	棉	mian213	mian2	～花
2055	m	ian	33	免	mian33	mian1a	难～，～除
2056	m	ian	33	勉	mian33	mian1a	～强，～励
2057	m	ian	21	娩	mian21	mian3	分～
2058	m	ian	451	緬	mian451	mian5	～怀；～甸（地名）
2059	m	ian	451	面	mian451	mian5	～子
2060	m	iɛt	21	滅	miɛt21	miɛt8a	消～，～亡
2061	ŋ	ian	45	碾	ŋian45	ŋian1b	～米
2062	l	ian	213	連	lian213	lian2	～长；大～（地名）
2063	l	ian	213	聯	lian213	lian2	～系；对～
2064	l	iɛt	21	列	liɛt21	liɛt8a	排～；～宁（人名）
2065	l	iɛt	21	列	liɛt21	liɛt8a	两～（两排）[白，量]
2066	l	iɛt	21	烈	liɛt21	liɛt8a	～士，热～
2067	l	iɛt	21	裂	liɛt21	liɛt8a	～开，分～
2068	ʦ	ian	33	煎	ʦian33	ʦian1a	～药，～鱼
2069	ʦ	ian	21	剪	ʦian21	ʦian3	～刀
2070	ʦ	ian	451	箭	ʦian451	ʦian5	射～
2071	ʦʰ	ian	21	濺	ʦʰian21	ʦʰian3	～一身水
2072	ʦʰ	ian	33	遷	ʦʰian33	ʦʰian1a	升～，～怒
2073	ʦʰ	ian	21	淺	ʦʰian21	ʦʰian3	深～
2074	ʦʰ	ian	213	錢	ʦʰian213	ʦʰian2	～财
2075	ʦʰ	ian	21	踐	ʦʰian21	ʦʰian3	实～
2076	ʦʰ	ian	21	賤	ʦʰian21	ʦʰian3	下～，～人
2077	ɬ	ian	33	仙	ɬian33	ɬian1a	神～
2078	ɬ	ian	33	鮮	ɬian33	ɬian1a	新～
2079	ɬ	ian	33	鮮	ɬian33	ɬian1a	朝～（国名）
2080	ɬ	ian	21	癬	ɬian21	ɬian3	发～（生癣）
2081	ɬ	ian	451	線	ɬian451	ɬian5	～索
2082	ɬ	iɛt	21	薛	ɬiɛt21	ɬiɛt8a	姓，～宝钗
2083	ɬ	ɛ	451	泄	ɬɛ451	ɬɛ5	～漏，排～
2084	ɬ	ian	21	羨	ɬian21	ɬian3	～慕
2085	ʦ	ian	21	展	ʦian21	ʦian3	开～，发～
2086	ʦ	iɛt	21	哲	ʦiɛt21	ʦiɛt8a	～学
2087	ʦʰ	iɛt	21	徹	ʦʰiɛt21	ʦʰiɛt8a	～底
2088	ʦʰ	iɛt	21	撤	ʦʰiɛt21	ʦʰiɛt8a	～退
2089	ʦʰ	ian	213	纏	ʦʰian213	ʦʰian2	纠～，～线
2090	ʦʰ	iɛt	21	轍	ʦʰiɛt21	ʦʰiɛt8a	南辕北～；苏～（人名）
2091	ʦ	an	33	氈	ʦan33	ʦan1a	羊毛～
2092	ʦ	an	451	戰	ʦan451	ʦan5	～斗
2093	ʦʰ	an	451	颤	ʦʰan451	ʦʰan5	～抖
2094	ʦ	iɛt	21	折	ʦiɛt21	ʦiɛt8a	～断，打～
2095	ʦ	iɛt	21	浙	ʦiɛt21	ʦiɛt8a	～江（地名）
2096	s	æk	21	舌	sæk21	sæk8a	舌头
2097	ʦ	an	451	搧	ʦan451	ʦan5	扇扇子，扇耳光[动]
2098	s	an	451	扇	san451	san5	扇子[名]
2099	s	iɛt	21	設	siɛt21	siɛt8a	～计，建～
2100	s	am	213	蟬	sam213	sam2	蝉
2101	s	am	213	禪	sam213	sam2	～宗，～师
2102	s	ian	21	善	sian21	sian3	～良，心～
2103	s	ian	21	膳	sian21	sian3	～食，用～
2104	s	am	213	單	sam213	sam2	姓
2105	s	am	21	禪	sam21	sam3	～让，封～
2106	s	æk	21	折	sæk21	sæk8a	～本（赔本）
2107	j	am	213	然	jam213	jam2	～后，居～
2108	j	an	213	燃	jan213	jan2	～烧
2109	j	æk	21	熱	jæk21	jæk8a	冷～，～情
2110	h	ian	21	遣	hian21	hian3	派～
2111	kʰ	ian	213	乾	kʰian213	kʰian2	～坤，～隆
2112	kʰ	ian	213	虔	kʰian213	kʰian2	～诚
2113	kʰ	ian	21	件	kʰian21	kʰian3	事～
2114	kʰ	iɛt	21	傑	kʰiɛt21	kʰiɛt8a	～出
2115	j	an	451	諺	jan451	jan5	农～，～语
2116	m	iɛt	21	孽	miɛt21	miɛt8a	造～
2117	j	an	213	延	jan213	jan2	～长，～安
2118	j	an	21	演	jan21	jan3	～员，表～
2119	k	ian	451	建	kian451	kian5	～设
2120	kʰ	iɛt	21	揭	kʰiɛt21	kʰiɛt8a	～发，～露
2121	kʰ	iɛt	21	揭	kʰiɛt21	kʰiɛt8a	～阳（地名）
2122	k	ian	451	鍵	kian451	kian5	关～，～盘
2123	k	ian	451	腱	kian451	kian5	肌～
2124	ȵ	an	213	言	ȵan213	ȵan2	语～
2125	h	ian	33	軒	hian33	hian1a	人名用字
2126	h	ien	33	掀	hien33	hien1a	～起[文]
2127	ʦ	an	33	掀	ʦan33	ʦan1a	～被[白]
2128	h	ian	451	憲	hian451	hian5	～法
2129	h	ian	451	獻	hian451	hian5	贡～
2130	t	ɐi	21	㪗	tɐi21	tɐi3	～夜（过夜）
2131	kʰ	iɛt	21	蠍	kʰiɛt21	kʰiɛt8a	蝎子，蛇～心肠
2132	j	an	451	堰	jan451	jan5	坝，都江～
2133	p	ian	33	邊	pian33	pian1a	～疆，旁～
2134	pʰ	ian	33	蝙	pʰian33	pʰian1a	～蝠
2135	p	ian	21	扁	pian21	pian3	圆扁
2136	p	ian	21	匾	pian21	pian3	牌～
2137	pʰ	ian	451	遍	pʰian451	pʰian5	三～，～地，普～
2138	pʰ	ian	451	片	pʰian451	pʰian5	一～，～面
2139	pʰ	iɛt	21	撇	pʰiɛt21	pʰiɛt8a	～捺，～开
2140	p	ɐi	45	蹩	pɐi45	pɐi1b	跛，～脚
2141	m	ian	213	眠	mian213	mian2	～床（床），安～
2142	m	ian	21	麵	mian21	mian3	～粉
2143	m	iɛt	21	蔑	miɛt21	miɛt8a	～视
2144	t	ian	33	顛	tian33	tian1a	～倒，～簸
2145	t	ian	21	典	tian21	tian3	～型，词～
2146	tʰ	ian	33	天	tʰian33	tʰian1a	～才
2147	t	ian	21	腆	tian21	tian3	腼～
2148	tʰ	iɛt	21	鐵	tʰiɛt21	tʰiɛt8a	～皮
2149	tʰ	ian	213	田	tʰian213	tʰian2	种～
2150	tʰ	ian	213	填	tʰian213	tʰian2	～空
2151	tʰ	ian	21	電	tʰian21	tʰian3	触～，～灯
2152	tʰ	ian	21	殿	tʰian21	tʰian3	宫～
2153	t	ian	21	奠	tian21	tian3	～基
2154	tʰ	iam	21	墊	tʰiam21	tʰiam3	～钱，座～
2155	ȵ	an	213	年	ȵan213	ȵan2	过～
2156	n	ɛ	21	撚	nɛ21	nɛ3	以指捻碎
2157	n	iam	33	捏	niam33	niam1a	以指尖捏取小面积
2158	l	ien	213	憐	lien213	lien2	可～[文]
2159	l	ien	213	憐	lien213	lien2	可～[白]
2160	l	ian	213	蓮	lian213	lian2	～花，睡～
2161	l	ian	21	練	lian21	lian3	～习，熟～
2162	l	ian	21	鍊	lian21	lian3	～丹，锻～
2163	l	ian	21	链	lian21	lian3	项～，～条
2164	l	ian	21	楝	lian21	lian3	苦～树
2165	ʦ	ian	33	箋	ʦian33	ʦian1a	便～，信～
2166	ʦ	an	451	薦	ʦan451	ʦan5	推～
2167	ʦ	iɛt	21	節	ʦiɛt21	ʦiɛt8a	～约，竹～
2168	ʦʰ	ian	33	千	ʦʰian33	ʦʰian1a	～万
2169	ʦ	iɛt	21	切	ʦiɛt21	ʦiɛt8a	～菜
2170	ʦʰ	ian	213	前	ʦʰian213	ʦʰian2	从～，～后
2171	ʦ	iɛt	21	截	ʦiɛt21	ʦiɛt8a	～断
2172	ɬ	ian	33	先	ɬian33	ɬian1a	祖～，～进，～生
2173	ɬ	iɛt	45	屑	ɬiɛt45	ɬiɛt7	锯～[白，名]
2174	l	iɛt	45	屑	liɛt45	liɛt7	不～一顾[文，动]
2175	ɬ	iɛt	21	楔	ɬiɛt21	ɬiɛt8a	～入去（塞进去）[训]
2176	k	ian	33	肩	kian33	kian1a	～头
2177	k	ian	33	堅	kian33	kian1a	～强
2178	k	an	21	繭	kan21	kan3	蚕～
2179	k	ian	451	見	kian451	kian5	～人，～识
2180	k	iɛt	21	結	kiɛt21	kiɛt8a	～婚，～疕[文，动]
2181	k	iɛt	21	結	kiɛt21	kiɛt8a	打～[白]
2182	k	iɛt	21	潔	kiɛt21	kiɛt8a	～白，清～
2183	h	ian	33	牽	hian33	hian1a	～牛花
2184	ŋ	ian	213	研	ŋian213	ŋian2	～究
2185	h	an	21	硯	han21	han3	～台
2186	s	ɐp	21	顯	sɐp21	sɐp8a	明～
2187	j	an	213	賢	jan213	jan2	～惠，圣～
2188	h	ian	213	弦	hian213	hian2	琴～
2189	j	an	21	現	jan21	jan3	～在，出～
2190	j	an	33	煙	jan33	jan1a	冒～
2191	j	an	451	燕	jan451	jan5	姓；～京，～山（地名）
2192	j	an	451	燕	jan451	jan5	燕子，～窝
2193	j	iɐn	33	嚥	jiɐn33	jiɐn1a	～喉
2194	j	ian	451	宴	jian451	jian5	～会
2195	p	an	33	般	pan33	pan1a	～配，一～
2196	p	an	33	搬	pan33	pan1a	～运
2197	p	an	451	半	pan451	pan5	一～，～日
2198	p	an	451	绊	pan451	pan5	～脚石，～马索
2199	p	æk	21	鉢	pæk21	pæk8a	花～（花盆），衣～
2200	pʰ	æk	21	撥	pʰæk21	pʰæk8a	～款
2201	pʰ	an	33	潘	pʰan33	pʰan1a	姓
2202	pʰ	ɐn	451	拚	pʰɐn451	pʰɐn5	～命
2203	pʰ	an	451	判	pʰan451	pʰan5	～断，审～
2204	pʰ	æk	21	潑	pʰæk21	pʰæk8a	～水；泼辣
2205	pʰ	an	213	盤	pʰan213	pʰan2	算～
2206	p	an	451	伴	pan451	pan5	～随，伙～[文]
2207	p	an	451	伴	pan451	pan5	做～，冇～[白]
2208	p	an	451	拌	pan451	pan5	凉～，搅～
2209	p	an	451	叛	pan451	pan5	～徒，背～
2210	m	an	213	瞞	man213	man2	隐～
2211	m	an	21	饅	man21	man3	～头
2212	m	an	21	鰻	man21	man3	～鱼
2213	m	an	33	滿	man33	man1a	～意
2214	m	an	21	漫	man21	man3	～画，～长
2215	m	æk	21	末	mæk21	mæk8a	～尾
2216	m	æk	21	沫	mæk21	mæk8a	泡～
2217	m	æk	21	抹	mæk21	mæk8a	～桌，～布
2218	t	uɔn	33	端	tuɔn33	tuɔn1a	～正
2219	t	uɔn	21	短	tuɔn21	tuɔn3	长～
2220	tʰ	uɔn	451	斷	tʰuɔn451	tʰuɔn5	判～，～案
2221	t	uɔn	21	鍛	tuɔn21	tuɔn3	～炼
2223	tʰ	ɔk	21	脫	tʰɔk21	tʰɔk8a	～鞋，摆～
2224	tʰ	ɔn	213	團	tʰɔn213	tʰɔn2	～结，～长
2225	tʰ	ɔn	213	糰	tʰɔn213	tʰɔn2	饭～，面～
2226	tʰ	ɔn	33	斷	tʰɔn33	tʰɔn1a	～绝[文]
2227	tʰ	ɔn	33	斷	tʰɔn33	tʰɔn1a	线断了[白]
2228	tʰ	ɔn	21	段	tʰɔn21	tʰɔn3	姓；阶～
2229	tʰ	ɔn	21	緞	tʰɔn21	tʰɔn3	绸～
2230	p	iɛt	21	□	piɛt21	piɛt3	奪取
2231	n	ɔn	33	暖	nɔn33	nɔn1a	冷～
2233	l	uɔn	21	卵	luɔn21	luɔn3	鸡～（鸡蛋），～生
2234	l	uɔn	21	亂	luɔn21	luɔn3	混～
2235	l	ɔk	21	捋	lɔk21	lɔk8a	捋袖子
2236	l	ɔk	21	捋	lɔk21	lɔk8a	～骨头（啃骨头）
2237	ʦ	uɔn	451	鑽	ʦuɔn451	ʦuɔn5	～孔，～山洞[动]
2239	ʦʰ	an	21	攒	ʦʰan21	ʦʰan3	积～
